"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 29 14:59:50 GET 2023","Sat Apr 29 15:00:09 GET 2023","18798","BookingTest","Command line test","BookingTest","BookingTest","searchLocationOnBooking","searchLocationOnBooking","Test to open booking.com and search for a location"
